uniqueID,Word,cat53_string,size_mean,memorability_cr,recognizability,property_hold_mean,property_hold_SD,property_pleasant_mean,property_pleasant_SD,property_arousal_mean,property_arousal_SD,property_manmade_mean,property_manmade_SD,property_grasp_mean,property_grasp_SD,property_natural_mean,property_natural_SD,nameability,nameability_SE,SUBTLEX freq,ZipfSUBTLEX_en
avocado,avocado,food; fruit,198.4782609,0.925,0.714285714,6.5676,0.6028,5.8108,1.2657,4.065217391,1.756286156,1.6216,1.277,6.2432,1.0383,6.6486,0.5383,0.944444444,0.053990295,62.0,3.0848215134003176
inhaler,inhaler,medical equipment,186.1,0.95,0.933333333,6.7105,0.4596,4.3947,1.242,4.106382979,1.671162607,6.6316,1.0246,6.6053,0.5945,1.5789,1.056,0.944444444,0.053990295,60.0,3.070581074285707
bead,bead,arts and crafts supply,136.4787234,0.902439024,0.714285714,6.7368,0.5543,5.3684,0.913,3.70212766,1.412904711,6.6316,0.7136,6.6053,0.6794,2.1579,1.4801,0.941176471,0.057067206,57.0,3.048304679574555
corkscrew,corkscrew,hardware; kitchen tool; tool,186.6,0.825,0.7,6.5278,0.6088,4.3056,0.7099,4.375,1.393373375,6.7778,0.6375,6.3611,0.9305,1.7222,1.1113,0.611111111,0.114904386,57.0,3.048304679574555
guacamole,guacamole,food,201.85,0.857142857,0.705882353,5.5556,1.4822,5.5556,1.5013,4.380952381,1.766246964,5.5278,1.5397,5.1667,1.6818,5.5556,1.3824,0.823529412,0.092459441,56.0,3.040617850908264
funnel,funnel,kitchen tool; scientific equipment; tool,211.326087,0.897435897,1.0,6.7027,0.5708,4.4324,0.9292,3.934782609,1.388879227,6.7297,0.7691,6.6486,0.6332,1.3243,0.5799,1.0,0.0,56.0,3.040617850908264
almond,almond,food,143.55681819999998,0.925,1.0,6.6,0.6039,5.6,1.3763,3.295454545,1.772916995,1.7714,1.7165,6.3143,0.8321,6.8,0.4058,0.75,0.096824584,56.0,3.040617850908264
papaya,papaya,food; fruit,221.9891304,0.857142857,0.764705882,6.2432,0.8302,5.7568,0.9251,4.418604651,1.7352447080000002,1.3243,0.8836,5.9189,0.7951,6.8919,0.3933,0.647058824,0.115904043,56.0,3.040617850908264
eggplant,eggplant,food; vegetable,222.2888889,0.921052632,0.833333333,6.4211,0.6831,5.1316,1.234,4.22,1.403930343,1.5263,1.0587,6.1842,0.8654,6.5263,0.6872,0.888888889,0.074074074,56.0,3.040617850908264
spatula,spatula,kitchen tool; tool,221.7674419,0.820512821,0.8,6.7222,0.5133,4.5833,0.8742,3.98,1.392252616,6.8611,0.3507,6.7222,0.5133,1.3333,0.7559,0.842105263,0.083654675,56.0,3.040617850908264
wreath,wreath,home decor,258.95,0.825,0.733333333,5.8571,0.9121,5.8286,0.8907,4.285714286,1.7677669530000002,6.7714,0.426,5.6571,1.0831,4.5429,1.5405,0.894736842,0.0704059,54.0,3.0248235837250323
eyeliner,eyeliner,personal hygiene item,185.05,0.923076923,0.846153846,6.5278,0.8447,5.0,1.331,3.976190476,1.6452162030000002,6.7778,0.5404,6.3333,0.8944,1.9167,1.2734,0.368421053,0.110664733,52.0,3.0084331675368627
horseshoe,horseshoe,,217.3295455,0.9,0.789473684,6.1316,0.7415,4.5789,1.1539,4.272727273,1.420180735,6.6053,0.7898,5.8684,0.8438,2.3684,1.5496,0.882352941,0.07814249,52.0,3.0084331675368627
toothpick,toothpick,personal hygiene item,145.4651163,0.974358974,0.705882353,6.5789,0.7581,4.1842,1.0096,3.822222222,1.641630133,6.4211,1.1539,6.4737,0.8617,4.6579,1.7748,0.833333333,0.087841046,52.0,3.0084331675368627
eraser,eraser,arts and crafts supply; office supply; school supply,152.9148936,0.9,0.764705882,6.7895,0.4132,4.3158,0.933,4.0,1.6242838030000002,6.5,1.1089,6.7105,0.5651,1.7632,1.0249,0.588235294,0.119364625,51.0,3.0
asparagus,asparagus,food; plant; vegetable,201.6511628,0.902439024,0.866666667,6.1316,0.8752,5.0789,1.3829,3.953488372,1.7036863169999998,1.6316,1.2175,5.8684,1.0698,6.6842,0.5253,0.941176471,0.057067206,50.0,2.9913998282380825
hourglass,hourglass,home decor,214.0,0.871794872,0.733333333,5.9167,1.1802,5.4444,1.2058,3.761904762,1.722300274,6.6944,0.8886,5.8333,1.1832,2.3611,1.4571,0.5625,0.124019593,49.0,2.982625903930577
tablecloth,tablecloth,,293.19047620000003,0.925,0.769230769,6.3333,0.8983,5.2051,0.8329,3.577777778,1.6987815,6.7179,0.7591,6.1538,1.1594,2.2051,1.2178,0.833333333,0.087841046,48.0,2.973671061277651
stethoscope,stethoscope,medical equipment; scientific equipment,214.0232558,0.897435897,1.0,6.5263,0.7618,4.5789,1.0301,3.979166667,1.604376771,6.6053,0.8865,6.4211,0.9482,1.6842,1.2757,1.0,0.0,48.0,2.973671061277651
seatbelt,seatbelt,part of car; safety equipment,244.7386364,0.925,0.714285714,6.3714,0.7702,4.0286,0.9231,3.666666667,1.321615173,6.8,0.4058,6.3429,0.8382,1.5429,0.95,0.842105263,0.083654675,47.0,2.9645276818377813
sprouts,sprouts,food; vegetable,170.10465119999998,0.925,0.833333333,6.2703,0.9902,5.3784,0.9531,3.380952381,1.637255004,2.2703,2.077,6.1892,0.9955,6.5946,0.6438,0.578947368,0.113268966,46.0,2.9551876555836376
tripod,tripod,,267.9347826,0.853658537,0.785714286,5.9189,1.064,4.4324,0.6888,3.895833333,1.447515602,6.9189,0.2767,6.0,0.7817,1.4865,0.9013,1.0,0.0,46.0,2.9551876555836376
tambourine,tambourine,musical instrument,240.8604651,0.904761905,0.941176471,6.2727,1.1798,5.5152,1.1214,4.14,1.578038048,6.8788,0.4151,6.0303,1.4249,1.9394,1.144,1.0,0.0,45.0,2.9456423376774072
dumpling,dumpling,food,175.4444444,0.833333333,0.9,6.3611,0.9607,5.75,1.2507,4.11627907,1.841444856,6.6667,0.5855,6.25,0.9373,3.4444,1.4628,0.647058824,0.115904043,45.0,2.9456423376774072
teapot,teapot,container,229.9634146,0.85,0.714285714,6.25,0.77,5.4722,1.082,4.088888889,1.39515757,6.8611,0.3507,6.2222,0.8656,2.2222,1.6408,0.526315789,0.114548882,44.0,2.935882500388251
snowboard,snowboard,sports equipment,287.46511630000003,0.80952381,0.764705882,5.5789,1.1302,4.9737,1.1737,4.1875,1.733969128,6.6053,1.1977,5.6053,1.242,1.6316,0.9421,0.578947368,0.113268966,40.0,2.894489815230026
kiwi,kiwi,food; fruit,182.7045455,0.87804878,0.75,6.6842,0.5745,5.8684,1.3187,3.448979592,1.937150232,1.2105,0.7036,6.6316,0.7857,6.8158,0.4565,0.789473684,0.09352877,40.0,2.894489815230026
silicone,silicone,,155.21428569999998,0.707317073,0.733333333,5.9211,0.9118,4.4737,1.0587,3.936170213,1.523786122,6.5263,0.8617,5.7105,0.9839,2.2105,1.8033,0.294117647,0.110510169,40.0,2.894489815230026
tongs,tongs,kitchen tool; scientific equipment; tool,223.8645833,0.947368421,0.8,6.6471,0.544,4.5,1.0801,4.14,1.39985422,6.7647,0.5537,6.4412,1.1333,1.5882,1.0185,0.875,0.082679728,40.0,2.894489815230026
clipboard,clipboard,office supply,242.6818182,0.85,0.75,6.6111,0.5989,4.2778,0.7015,3.87755102,1.166059123,6.6944,0.6242,6.4167,0.77,2.0833,1.1052,0.833333333,0.087841046,38.0,2.872213420518874
shoelace,shoelace,,176.027027,0.85,0.733333333,6.6579,0.6689,4.6842,0.9616,4.0,1.6939791080000002,6.6842,0.5745,6.6053,0.6384,1.8421,1.0274,0.6,0.109544512,38.0,2.872213420518874
acorn,acorn,,148.326087,0.87804878,0.823529412,6.7429,0.4434,5.1143,1.0508,3.857142857,1.369306394,1.2,0.7195,6.5714,0.6081,6.8286,0.5137,1.0,0.0,37.0,2.8606315479690587
hairbrush,hairbrush,personal hygiene item,218.1888889,0.871794872,0.727272727,6.675,0.7642,5.075,1.141,4.040816327,1.4571545280000002,6.725,0.5986,6.65,0.6622,2.1,1.4987,0.444444444,0.117121395,37.0,2.8606315479690587
nutcracker,nutcracker,kitchen tool; tool,208.6666667,0.928571429,0.714285714,6.6316,0.6334,4.6579,0.8471,4.348837209,1.586906558,6.7895,0.622,6.5263,0.7255,1.6053,1.1038,0.764705882,0.102879368,36.0,2.848732324669351
ravioli,ravioli,food,167.8111111,0.829268293,0.7,6.1579,0.9733,5.8684,1.018,3.936170213,1.566000935,6.7632,0.4309,5.9211,1.1713,3.1316,1.7579,1.0,0.0,35.0,2.8364978682523394
cooker,cooker,container; electronic device; home appliance; kitchen appliance,257.3088235,0.88372093,0.923076923,5.3,1.2026,5.15,1.122,4.2,1.324973794,6.75,0.4935,5.25,1.3156,1.55,0.8458,0.263157895,0.101022618,34.0,2.8239087409443187
radish,radish,food; vegetable,178.1744186,0.951219512,0.8,6.4737,0.7255,4.6579,1.4755,3.666666667,1.704894914,1.8421,1.5339,6.1316,1.2557,6.6579,0.7453,0.777777778,0.097990789,31.0,2.7837915177363364
kazoo,kazoo,musical instrument,198.8947368,0.871794872,0.785714286,6.6667,0.6325,4.1944,1.3484,3.956521739,1.459931836,6.6389,1.0462,6.3889,1.1027,1.4444,0.6947,0.9,0.067082039,31.0,2.7837915177363364
saffron,saffron,food,135.7666667,0.925,0.818181818,5.8974,1.1652,5.5385,1.1203,4.0,1.628822036,2.0769,1.3647,5.6667,1.2635,6.641,0.6684,0.333333333,0.111111111,31.0,2.7837915177363364
whisk,whisk,kitchen tool,213.375,0.9,0.777777778,6.5946,0.7979,4.8919,1.0745,4.128205128,1.54203364,6.8649,0.3466,6.5135,0.9316,1.5135,0.6921,0.894736842,0.0704059,29.0,2.75482782180102
hinge,hinge,hardware,176.72222219999998,0.820512821,0.785714286,5.7179,1.3562,4.2564,0.6373,4.208333333,1.486940788,6.6154,0.9351,5.5385,1.5191,1.7436,1.2294,0.947368421,0.051227817,29.0,2.75482782180102
doormat,doormat,,260.20212769999995,0.743589744,0.769230769,6.0,1.1304,4.5676,1.119,3.822222222,1.511905614,6.8108,0.4618,5.9189,1.2333,1.8919,1.4295,0.166666667,0.087841046,28.0,2.7395878552442827
cauliflower,cauliflower,food; vegetable,213.5888889,0.947368421,0.857142857,6.275,0.8161,4.95,1.2393,4.177777778,1.5852858769999998,1.8,1.4884,6.075,0.9167,6.7,0.9923,1.0,0.0,28.0,2.7395878552442827
artichoke,artichoke,food; plant; vegetable,202.64444440000003,0.756097561,0.722222222,6.3421,0.7081,5.2105,1.0694,3.895833333,1.6789001380000002,1.4211,1.056,5.9211,1.0496,6.6316,0.8829,0.7,0.102469508,28.0,2.7395878552442827
pendulum,pendulum,scientific equipment,214.025,0.763157895,0.785714286,5.3158,1.2757,5.2632,1.0826,4.25,1.296476403,6.4474,1.1076,5.3947,1.1517,2.1579,1.3858,0.631578947,0.110664733,27.0,2.723793588061051
okra,okra,food; vegetable,176.125,0.87804878,0.7,6.5789,0.5517,4.9211,1.3024,4.152173913,1.4600972769999998,1.5,1.2681,6.3684,0.913,6.8684,0.3426,0.65,0.106653645,26.0,2.707403171872881
clove,clove,food,140.6071429,0.853658537,0.769230769,6.6571,0.5913,5.2286,0.942,4.4130434780000005,1.40753665,1.4571,0.8521,6.4,0.8812,6.8286,0.3824,0.444444444,0.117121395,26.0,2.707403171872881
pillbox,pillbox,container; medical equipment,192.8690476,0.8,0.714285714,6.6216,0.6391,4.4054,1.0127,3.977777778,1.827677225,6.8108,0.7007,6.5676,0.6888,1.7568,1.1644,0.333333333,0.111111111,25.0,2.690369832574101
bib,bib,,220.0581395,0.925,0.818181818,6.6111,0.6449,4.6944,1.037,3.641509434,1.494790179,6.6389,0.5929,6.5278,0.8447,2.0556,1.2861,0.947368421,0.051227817,25.0,2.690369832574101
candlestick,candlestick,home decor,215.23170730000004,0.8,0.923076923,6.3,0.7909999999999999,5.2,0.9661,4.22,1.488596106,6.75,0.7071,6.2,0.9661,1.925,1.5087,0.647058824,0.115904043,25.0,2.690369832574101
defibrillator,defibrillator,electronic device; medical equipment,245.0444444,0.85,0.8,5.8462,0.933,4.0,1.6543,4.104166667,1.4327415069999998,6.3846,1.3691,5.8205,0.914,1.8462,1.5138,0.647058824,0.115904043,24.0,2.6726410656136697
eggshell,eggshell,,173.64444440000003,0.925,1.0,6.5385,0.9132,4.2308,0.742,4.367346939,1.424398668,1.1795,0.6833,6.4615,0.8537,6.641,0.7776,0.263157895,0.101022618,23.0,2.6541576599196564
pulley,pulley,construction equipment,232.75,0.780487805,0.769230769,5.5641,0.9946,4.5128,0.8847,4.14,1.498434557,6.9487,0.2235,5.6667,0.9823,2.1795,1.2539,1.0,0.0,22.0,2.63485250472427
headband,headband,clothing; clothing accessory; headwear,212.8555556,0.975609756,0.764705882,6.7632,0.7141,4.6579,1.0973,4.0,1.577621275,6.8158,0.5123,6.7895,0.622,1.8947,1.4102,0.842105263,0.083654675,21.0,2.614649118635983
crayon,crayon,arts and crafts supply; school supply; toy,176.0581395,0.975,0.928571429,6.7368,0.5032,5.4737,1.2463,3.416666667,1.796371441,6.6842,0.9036,6.5526,0.95,1.9474,1.1613,0.944444444,0.053990295,21.0,2.614649118635983
paperweight,paperweight,,188.1818182,0.853658537,0.916666667,5.6579,1.1689,4.3421,0.6271,3.847826087,1.699246778,6.6053,1.0277,5.5789,1.106,2.3684,1.3238,0.4375,0.124019593,21.0,2.614649118635983
bookmark,bookmark,,189.0,0.825,0.777777778,6.641,0.5843,4.8718,0.8329,4.391304348,1.57025491,6.5641,1.0207,6.4872,0.9699,1.9231,1.0609,1.0,0.0,21.0,2.614649118635983
anklet,anklet,jewelry,185.4358974,0.868421053,0.75,6.5833,0.6918,5.5833,1.1557,4.023809524,1.674603633,6.6667,0.6325,6.4167,0.9673,2.6389,1.6588,0.578947368,0.113268966,21.0,2.614649118635983
hotdog,hotdog,food,210.6222222,0.95,0.9375,6.7692,0.4846,5.3333,1.0842,4.469387755,1.815466432,6.5641,0.8521,6.6154,0.7114,2.3846,1.6798,0.277777778,0.105571799,20.0,2.593459819566045
juicer1,juicer,kitchen tool,238.5348837,0.925,0.714285714,6.4118,0.8209,4.9706,1.0585,3.914893617,1.678894399,6.7353,0.8981,6.2941,0.8714,1.4706,0.9919,0.789473684,0.09352877,20.0,2.593459819566045
pacifier,pacifier,,168.0111111,0.9,0.75,6.8387,0.4544,5.5161,1.1216,3.8,1.470930441,6.7097,1.1013,6.6452,1.1416,1.6452,1.1416,1.0,0.0,20.0,2.593459819566045
duster,duster,tool,236.225,0.926829268,0.733333333,6.6486,0.6332,4.3243,0.9734,3.79245283,1.585493014,6.7027,0.6609999999999999,6.5946,0.599,2.027,1.3226,0.9,0.067082039,20.0,2.593459819566045
coffeemaker,coffeemaker,electronic device; home appliance; kitchen appliance,254.2906977,0.825,0.916666667,5.4,1.2414,5.6286,0.9727,4.5,1.501772003,6.9714,0.1689999999999999,5.3143,1.3671,1.1143,0.4038,0.578947368,0.113268966,19.0,2.5711834248548926
drumstick,drumstick,,224.9772727,0.842105263,0.714285714,6.8649,0.3466,5.1081,0.8751,3.866666667,1.470930441,6.7027,0.6176,6.7027,0.6176,3.2703,1.7102,0.55,0.111242977,18.0,2.5477023290053697
hairpin,hairpin,fastener; jewelry,145.8255814,0.923076923,0.75,6.6579,0.6271,5.3158,0.9893,3.4468085110000004,1.529542566,6.7895,0.4741,6.4474,0.9211,1.7895,1.0694,0.333333333,0.111111111,18.0,2.5477023290053697
chessboard,chessboard,game,250.0,0.875,0.857142857,6.0278,1.0278,5.4444,1.0541,3.591836735,1.619135152,6.7778,0.4216,5.9167,1.079,2.0,1.1952,0.117647059,0.07814249,17.0,2.5228787452803374
bassoon,bassoon,musical instrument,278.875,0.710526316,0.733333333,5.1316,1.298,5.2895,1.011,3.97826087,1.867727442,6.8158,0.3929,5.3684,1.1951,2.2368,1.4414,0.157894737,0.083654675,16.0,2.4965498065579883
joystick,joystick,electronic device,202.7954545,0.853658537,0.714285714,6.5897,0.5946,4.9744,0.9028,4.0,1.725623881,6.6667,0.8057,6.359,0.8107,1.7179,1.1227,0.764705882,0.102879368,15.0,2.4685210829577446
headdress,headdress,clothing; clothing accessory; headwear,250.2560976,0.902439024,0.714285714,5.5789,1.3281,5.3947,1.0011,4.3555555560000005,1.281965032,6.3947,1.3664,5.6053,1.128,3.3684,1.7308,0.888888889,0.074074074,15.0,2.4685210829577446
router,router,electronic device,232.7439024,0.820512821,0.789473684,6.1892,0.7759999999999999,4.6486,1.111,4.106382979,1.3868018030000002,6.8108,0.5695,5.8919,1.1734,1.5405,1.0164,0.684210526,0.106639205,15.0,2.4685210829577446
bagpipe,bagpipe,musical instrument,268.93478260000006,0.880952381,0.785714286,5.4865,1.0703,4.8649,1.4174,4.285714286,1.56619337,6.7838,0.4793,5.2432,1.2112,2.1892,1.4689,0.888888889,0.074074074,15.0,2.4685210829577446
aloe,aloe,plant,218.921875,0.857142857,0.933333333,5.4474,1.3496,5.8158,1.0096,4.295454545,1.636495766,1.5263,1.0587,5.2632,1.4082,6.7632,0.8522,1.0,0.0,15.0,2.4685210829577446
peeler,peeler,kitchen tool; tool,197.744186,0.928571429,0.888888889,6.5714,0.6081,4.6857,1.0784,4.11627907,1.366422202,6.5143,1.1472,6.5429,0.7005,1.5714,1.0924,0.875,0.082679728,15.0,2.4685210829577446
thimble,thimble,arts and crafts supply,150.9888889,0.925,0.705882353,6.6757,0.626,4.5135,0.7682,4.5,1.288244724,6.6757,0.6689,6.5135,0.8374,1.6486,1.0332,0.941176471,0.057067206,14.0,2.438557859580301
trowel,trowel,construction equipment; garden tool; hardware; tool,229.4285714,0.780487805,0.7,6.65,0.5335,4.275,0.8161,4.488372093,1.667220285,6.75,0.5883,6.55,0.597,1.725,1.0374,0.35,0.106653645,14.0,2.438557859580301
squeegee,squeegee,tool,243.0119048,0.857142857,0.769230769,6.2632,0.7947,4.5,0.9795,3.979591837,1.506787365,6.7632,0.4896,6.2105,0.8433,1.7632,1.4414,0.947368421,0.051227817,14.0,2.438557859580301
lampshade,lampshade,home decor,251.5487805,0.804878049,0.733333333,6.175,0.9578,4.925,0.9443,4.085106383,1.299327372,6.625,1.03,5.925,1.0225,1.675,1.0473,0.315789474,0.106639205,14.0,2.438557859580301
beet,beet,food; vegetable,188.6888889,0.87804878,0.769230769,6.5,0.604,4.6579,1.3209,3.954545455,1.790862407,1.5263,1.3302,6.2368,1.0249,6.7632,0.4896,1.0,0.0,14.0,2.438557859580301
cymbal,cymbal,musical instrument,242.3333333,0.815789474,0.8,5.6053,1.128,4.6053,1.2636,4.340425532,1.493123306,6.7632,0.4309,5.6842,1.1649,1.7632,1.2826,0.764705882,0.102879368,13.0,2.4063731762089
pinecone,pinecone,home decor,193.7738095,0.829268293,0.785714286,6.4359,0.7879,5.3077,1.0798,4.4,1.4846149780000002,1.3077,0.9502,6.3846,0.9351,6.8462,0.3655,0.470588235,0.121057825,13.0,2.4063731762089
leggings,leggings,clothing; women's clothing,260.2875,0.930232558,0.714285714,6.6579,0.5825,5.6316,1.1489,3.931818182,1.730677072,6.6316,1.0761,6.5,0.8621,1.8158,1.036,0.6875,0.115878101,13.0,2.4063731762089
pomegranate,pomegranate,food; fruit,208.8617021,0.951219512,0.833333333,6.6571,0.5913,5.6,1.1428,3.897959184,1.7108099680000002,1.2,0.4058,6.4286,0.6547,6.8571,0.43,0.916666667,0.079785592,13.0,2.4063731762089
birdhouse,birdhouse,home decor,242.0,0.846153846,0.823529412,5.5641,1.4104,5.7179,0.9719,3.711538462,1.5509205169999998,6.8462,0.3655,5.2821,1.45,2.8974,1.6982,1.0,0.0,13.0,2.4063731762089
doorstop,doorstop,,202.7395833,0.976744186,0.75,6.5263,0.7965,4.3947,0.7898,4.11627907,1.499353866,6.5,1.2892,6.3947,0.9165,1.9211,1.2166,0.684210526,0.106639205,13.0,2.4063731762089
dustpan,dustpan,container; tool,241.7765957,0.88372093,0.833333333,6.3514,1.1357,4.1081,1.0484,4.294117647,1.540053475,6.6216,1.0369,6.1351,1.1344,1.7297,0.9902,0.473684211,0.114548882,13.0,2.4063731762089
abacus,abacus,home decor,241.7058824,0.897435897,1.0,5.4359,1.1424,4.7436,0.9925,4.081632653,1.777600615,6.8718,0.4091,5.5128,1.0481,2.2051,1.3607,0.764705882,0.102879368,12.0,2.3716110699496884
sandal,sandal,clothing; footwear,223.1530612,0.825,0.857142857,6.4545,0.5641,4.9091,1.0713,4.431818182,1.4207388719999998,6.8182,0.3917,6.2727,0.7191,1.8485,1.0932,1.0,0.0,11.0,2.3338225090602887
hairdryer,hairdryer,electronic device; home appliance; personal hygiene item,233.173913,0.928571429,1.0,6.6316,0.5891,4.5789,1.0301,4.155555556,1.223919849,6.6842,1.3578,6.5263,0.7255,1.3158,0.6619,0.764705882,0.102879368,11.0,2.3338225090602887
gearshift,gearshift,part of car,217.7954545,0.880952381,0.818181818,5.3333,1.9376,4.3846,0.8148,3.87755102,1.480887305,6.9744,0.1601,6.5897,0.7511,1.359,0.8425,0.15,0.079843597,11.0,2.3338225090602887
cashew,cashew,food,142.5,0.923076923,0.823529412,6.8378,0.4418,5.8378,0.9864,3.86,1.484752436,1.6486,1.252,6.8378,0.4418,6.7297,0.5082,0.842105263,0.083654675,11.0,2.3338225090602887
metronome,metronome,,230.1410256,0.829849013,0.882352941,5.7568,0.8946,5.027,0.957,4.191489362,1.329241331,6.5946,1.117,5.7568,0.9833,2.5946,1.6238,0.764705882,0.102879368,10.0,2.292429823902064
handlebar,handlebar,,259.9714286,0.80952381,0.846153846,6.1143,1.1825,4.7714,1.0314,4.295454545,1.339551217,6.5143,1.1725,6.3714,0.6897,1.7429,1.0939,0.5,0.125,10.0,2.292429823902064
gyroscope,gyroscope,scientific equipment; toy,228.5833333,0.7,0.785714286,6.2051,0.7671,5.2564,1.0442,3.951219512,1.499186771,6.6667,0.6623,6.0,1.2773,1.7692,1.3853,0.5,0.11785113,9.0,2.2466723333413885
fishbowl,fishbowl,container,238.5222222,0.85,0.764705882,5.1842,1.3528,5.1053,1.1807,3.38,1.828236576,6.4737,1.1086,5.1842,1.2048,2.2368,1.5145,0.882352941,0.07814249,9.0,2.2466723333413885
xylophone,xylophone,musical instrument,271.9268293,0.904761905,0.875,5.825,1.3376,5.875,1.0424,3.384615385,1.6937468169999998,6.825,0.3848,5.725,1.198,1.925,1.2888,0.941176471,0.057067206,9.0,2.2466723333413885
motherboard,motherboard,,225.4358974,0.736842105,0.785714286,5.6667,1.1952,4.3889,0.8028,4.215686275,1.487463956,6.5833,1.079,5.3056,1.7041,1.5278,1.0278,0.411764706,0.119364625,9.0,2.2466723333413885
notepad,notepad,office supply; school supply,221.6976744,0.775,0.769230769,6.5789,0.5987,4.6842,0.9036,3.75,1.831570682,6.6579,0.534,6.5263,0.6872,2.5526,1.4832,0.777777778,0.097990789,8.0,2.195519810894007
pom-pom,pom-pom,arts and crafts supply,216.91025640000004,0.7,0.785714286,6.85,0.3616,5.225,1.1206,3.431818182,1.770530433,6.825,0.4465,6.825,0.3848,1.6,0.8712,0.166666667,0.087841046,7.0,2.13752786391632
pinwheel,pinwheel,home decor; toy,226.6046512,0.87804878,0.75,6.4737,0.7618,5.6579,0.8785,4.234042553,1.683846089,6.8421,0.3695,6.3947,0.8233,1.5,0.8621,0.789473684,0.09352877,7.0,2.13752786391632
grater,grater,kitchen tool; tool,226.7906977,0.909090909,0.7,6.1622,0.9578,4.4865,1.1696,4.195652174,1.3923531669999998,6.6757,0.9444,6.0811,1.1638,1.5676,1.0419,0.842105263,0.083654675,7.0,2.13752786391632
dartboard,dartboard,sports equipment,259.0425532,0.825,0.785714286,5.5526,1.0577,5.1316,1.0698,4.285714286,1.4142135619999998,6.8684,0.3426,5.4211,1.1539,1.8158,1.2271,0.333333333,0.121716124,6.0,2.070581074285707
saltshaker,saltshaker,container,186.0,0.921052632,1.0,6.5789,0.9482,4.7105,0.8977,3.886363636000001,1.617001375,6.6579,0.7453,6.6842,0.5745,1.9737,1.3252,0.411764706,0.119364625,6.0,2.070581074285707
highlighter,highlighter,office supply; school supply,195.6,0.875,0.705882353,6.7895,0.4132,4.7632,1.1492,3.636363636000001,1.600739787,6.8421,0.3695,6.6842,0.6197,1.4737,1.0587,0.823529412,0.092459441,6.0,2.070581074285707
doorknocker,doorknocker,hardware; home decor,201.0,0.9,0.75,5.6944,1.4701,4.3056,1.0642,4.243902439,1.39248856,6.5556,1.0809,6.1944,0.9804,1.9722,1.4636,0.736842105,0.101022618,5.0,1.9913998282380825
footrest,footrest,furniture,258.702381,0.722222222,0.785714286,5.2821,1.2343,5.2821,1.2128,4.2826086960000005,1.708320078,6.7179,0.6047,5.3846,1.1611,1.9487,1.3945,0.315789474,0.106639205,5.0,1.9913998282380825
lanyard,lanyard,clothing accessory,208.9473684,0.805555556,0.714285714,6.6486,0.6756,4.4054,0.8647,4.155555556,1.429487441,6.7568,0.7229,6.6216,0.6811,1.7297,1.1937,0.842105263,0.083654675,4.0,1.894489815230026
earplug,earplug,safety equipment,141.5,0.897435897,0.8125,6.4615,1.1435,4.2051,1.1738,4.078431373,1.507887758,6.6667,0.6213,6.5128,0.914,1.6154,0.8148,0.428571429,0.132260014,3.0,1.769551078621726
honeypot,honeypot,container,236.2125,0.825,0.818181818,5.8684,0.9911,5.4737,1.0064,3.914893617,1.652794567,6.8684,0.3426,5.6579,1.1455,2.0,1.4519,0.611111111,0.114904386,3.0,1.769551078621726
paperclip,paperclip,fastener; office supply; school supply,146.7093023,0.9,0.705882353,6.6857,0.7183,4.4571,0.8168,3.785714286,1.522765685,6.5714,1.0371,6.2571,1.1205,1.6286,0.9727,0.444444444,0.117121395,2.0,1.5934598195660448
hookah,hookah,,248.6931818,0.783783784,0.733333333,5.5946,1.0919,4.8919,1.4295,4.195652174,1.641402723,6.8919,0.3148,5.7297,1.0448,1.6486,1.0332,0.833333333,0.087841046,2.0,1.5934598195660448
teabag,teabag,,168.69318180000002,0.902439024,0.8125,6.6486,0.6332,5.6216,0.9531,4.239130435,1.6218615180000002,6.2703,1.1702,6.3514,1.0332,4.4595,1.5563,0.111111111,0.074074074,2.0,1.5934598195660448
kneepad,kneepad,protective clothing; safety equipment; sports equipment,219.3222222,0.926829268,0.833333333,6.5405,0.5052,4.3514,0.9194,4.25,1.511583184,6.4054,1.3429,6.4865,0.5588,1.7027,0.968,0.764705882,0.102879368,2.0,1.5934598195660448
